English,Khmer
lumpen,lumpen
lumpier,lumpier
lumpiest,lumpiest
lumpiness,lumpy
lumping,គំនរ
lumpish,lumpish
lumps,ដុំ
lumpy,lumpy
luna,Luna
lunacies,lunacies
lunacy,lunacy
lunar,តាមច័ន្ទគតិ
lunate,មនុស្សឆ្កួត
lunatic,មនុស្សឆ្កួត
lunatics,ទូទៅ
lunch,អាហារថ្ងៃត្រង់
lunched,អាហារថ្ងៃត្រង់
luncheon,អាហារថ្ងៃត្រង់
luncheons,អាហារថ្ងៃត្រង់
lunchers,lunchers
lunches,អាហារថ្ងៃត្រង់
lunching,អាហារថ្ងៃត្រង់
lunchpack,lunchpack
lunchtime,អាហារ​ថ្ងៃត្រង់
lunchtimes,ម៉ោងអាហារថ្ងៃត្រង់
lune,lune
lung,សួត
lunge,សួត
lunged,សួត
lunges,សួត
lungfish,lungfish
lungful,សួត
lungfuls,សួត
lunging,សួត
lungs,សួត
lupin,ការ lupine
lupines,lupines
lupins,lupine
lur,lur
lurch,បរទេស
lurched,lurch
lurchers,lurchers
lurches,lurch
lurching,រាំងស្ទះត្រូវកែ
lure,ការទាក់ទាញ
lured,ទាក់ទាញ
lures,នុយ
lurex,lurex
lurid,lurid
luridly,luridly
luring,បញ្ចុះបញ្ជូល
lurk,lurk
lurked,lurk
lurker,lurker
lurkers,lurkers
lurking,lurk
lurks,lurk
lusaka,Lusaka
luscious,ការ luscious
lusciously,lusciously
lush,ខៀវស្រងាត់
lusher,lusher
lushest,lushest
lushness,ខៀវស្រងាត់
lust,ការឈ្លក់
lusted,មានចិត្ដលោភលន់
lustful,តណ្ហា
lustfully,ស្រើបស្រាលចង់បានទេ
lustier,lustier
lustiest,lustiest
lustily,lustily
lusting,មានចិត្ដលោភលន់
lustre,luster
lustreless,lustreless
lustrous,lustrous
lusts,សេចក្តីប៉ងប្រាថ្នា
lusty,lusty
lute,Lute
lutes,Lute
luther,លោកលូសើបាន
lux,លុច្ស
luxor,Luxor
luxuriance,ប្រណីត
luxuriant,ត្រសុំត្រសាយ
luxuriantly,luxuriantly
luxuriate,ប្រណីត
luxuriating,ប្រណីត
luxuries,ប្រណីត
luxurious,ប្រណិត
luxuriously,ប្រណិត
luxury,ប្រណីត
lychee,ប្រូ
lychees,lychees
lye,អញ្ចឹង
lying,ការនិយាយកុហក
lymph,កូនកណ្តុរ
lymphatic,ឡាំហ្វាទិច
lymphocyte,lymphocytes
lymphocytes,ការ lymphocytes
lymphocytic,lymphocytes
lymphoid,lymphoid
lymphoma,មហារីកកូនកណ្តុរ
lymphomas,មហារីកកូនកណ្តុរ
lynch,Lynch
lynched,Lynch
lynches,Lynch
lynching,Lynch
lynchpin,ផ្សារភ្ជាប់
lynx,lynx
lynxes,lynx
lyon,លីយ៉ុង
lyons,លីយ៉ុង
lyra,ស្មាតហ្វូ
lyre,ពិណ
lyres,ពិណ
lyric,កាព្យ
lyrical,ចម្រៀង
lyrically,ទំនុកច្រៀង
lyricism,អត្ថបទចម្រៀង
lyricist,កវីនិពន្ធ
lyricists,កវីនិពន្ធ
lyrics,អត្ថបទចម្រៀង
lyrist,lyrist
lysine,Lysine
mac,mac
macabre,macabre
macaque,សត្វស្វា
macaques,សត្វស្វា
macaroni,macaroni
macaroon,macaroons
macaroons,macaroons
macaw,ទហរណ៍ macaws
macaws,macaws
mace,ក្រុមហ៊ុន Mace
maces,ក្រុមហ៊ុន Mace
machete,កាំបិត
machetes,កាំបិត
machination,កលល្បិច
machinations,កលល្បិច
machine,ម៉ាស៊ីន
machined,ម៉ាស៊ីន
machinegun,កាំភ្លើងយន្ត
machineguns,កាំភ្លើងយន្ត
machinery,គ្រឿងចក្រ
machines,ម៉ាស៊ីន
machinist,យន្ដការី
machinists,យន្ដការី
machismo,វិស័យ
macho,Macho
macintosh,Macintosh
macintoshes,Macintosh គឺ
mackerel,ត្រី​ស្បៃ​កា
mackintosh,Mackintosh
mackintoshes,Mackintosh
macro,ម៉ាក្រូ
macrobiotic,បំប៉នសុខភាពឱ្យអាយុវែង
macrocosm,macrocosm
macroeconomic,ម៉ាក្រូសេដ្ឋកិច្ច
macroeconomics,ម៉ាក្រូសេដ្ឋកិច្ច
macromolecular,macromolecular
macromolecules,macromolecules
macron,សក់ឆូត
macrophage,Macrophages ដែលជា
macrophages,Macrophages ដែល
macroscopic,អតិសុខុមទស្សន៍
macroscopically,អតិសុខុមទស្សន៍
mad,ឆ្កួត
madam,Madam
madame,លោកជំទាវ
madams,Madam
madcap,madcap
madden,Madden
maddened,maddened
maddening,maddening
maddeningly,maddeningly
maddens,Madden
madder,madder
maddest,maddest
made,បានបង្កើត
madeira,Madeira
mademoiselle,Mademoiselle
madhouse,Madhouse
madly,madly
madman,មនុស្សឆ្កួត
madmen,madmen
madness,ឆ្កួត
madras,madras
madrid,Madrid
madrigal,Madrigal
madrigals,Madrigal
madwoman,madwoman
maelstrom,maelstrom
maestro,កីឡាករ
mafia,ម៉ាហ្វីយ៉ា
mafiosi,mafiosi
mag,MAG
magazine,ទស្សនាវដ្តី
magazines,ទស្សនាវដ្តី
magenta,ក្រហមស្វាយ
maggot,ដង្កូវ
maggots,ដង្កូវ
magi,ម៉ាហ្គី
magic,វេទមន្ត
magical,វេទមន្ត
magically,យ៉ាងណា
magician,អ្នកលេងសៀក
magicians,គ្រូធ្មប់
magics,វេទមន្ត
magisterial,magisterial
magisterially,magisterial
magistrate,អង្គចៅក្រម
magistrates,ចៅក្រម
magma,magma
magmas,magma
magmatic,magmatic
magnanimity,magnanimity
magnanimosity,magnanimosity
magnanimous,magnanimous
magnanimously,magnanimous
magnate,សេដ្ឋី
magnates,មហាសាលរបស់
magnesia,magnesia
magnesium,ម៉ាញ៉េស្យូម
magnet,មេដែក
magnetic,ម៉េញ៉ទិក
magnetically,ឆក់
magnetisation,magnetisation
magnetise,magnetise
magnetised,magnetised
magnetism,ម៉ាញ៉េទិច
magnetite,magnetite
magneto,Magneto
magnetodynamics,magnetodynamics
magnetohydrodynamical,magnetohydrodynamical
magnetohydrodynamics,magnetohydrodynamics
magnetometer,រង្វាស់ដែនម៉ាញេទិក
magnetometers,រង្វាស់ដែនម៉ាញេទិក
magnetosphere,ដែនមេដែក
magnetron,magnetron
magnets,ម៉េញទិក
magnification,ពង្រីក
magnifications,ពង្រីក
magnificence,រុងរឿង
magnificent,អស្ចារ្យ
magnificently,អស្ចារ្យ
magnified,បានពង្រីក
magnifier,ឧបករណ៍ពង្រីក
magnifies,កម្មវិធីពង្រីក
magnify,ពង្រីក
magnifying,កែវពង្រីក
magniloquent,magniloquent
magnitude,រ៉ិចទ័រ
magnitudes,ទំហំ
magnolia,magnolia
magnolias,magnolia
magnum,Magnum
magnums,Magnum
magpie,បក្សី
magpies,បក្សី
mags,mags
mahatma,Mahatma
mahogany,mahogany
maid,អ្នកបំរើ
maiden,លើកដំបូង
maidenly,maidenly
maidens,ស្រីក្រមុំ
maids,អ្នកបម្រើតាមផ្ទះ
maidservant,ស្រី
maidservants,ស្រីប្រុស
mail,សំបុត្រ
mailable,mailable
mailbox,ប្រអប់សំបុត្រ
mailed,ផ្ញើ
mailer,ផ្ញើសំបុត្រ
mailing,សំបុត្ររួម
mailings,សំបុត្រ
mailman,រត់សមបុរត
mailmen,mailmen
mailorder,mailorder
mails,សំបុត្រ
mailshot,mailshot
mailshots,mailshots
maim,មនុស្សពិការ
maimed,ពិការ
maiming,ដល់អាយុ
maimings,មនុស្សពិការ
maims,មនុស្សពិការ
main,សំខាន់
mainbrace,mainbrace
maine,រដ្ឋ Maine
mainframe,mainframe
mainframes,mainframes
mainland,ចិនដីគោក
mainline,ផខសែម
mainly,ជាសំខាន់
mains,ចម្បង
mainsail,mainsail
mainspring,mainspring
mainstay,សំខាន់
mainstays,សរសរស្តម្ភ
mainstream,ផ្សាយ
maintain,រក្សា
maintainability,តំហែភាព
maintainable,ថែរក្សា
maintained,រក្សា
maintainer,អ្នកថែទាំ
maintainers,អ្នកថែទាំ
maintaining,ការរក្សា
maintains,រក្សា
maintenance,ការថែទាំ
maisonette,maisonette
maisonettes,maisonettes
maize,ពោត
maizes,ពោត
majestic,អស្ចារ្យ
majestically,majestically
majesties,ព្រះករុណាសម្ដេចព្រះរាជិនី
majesty,រុងរឿង
majolica,majolica
major,ធំ
majorette,ម៉ារ៉ូរ៉េធី
majorettes,ម៉ារ៉ូរ៉េធី
majorities,ភាគច្រើន
majority,ភាគច្រើន
majors,ជំនាញ
make,ធ្វើឱ្យ
makeover,ជួសជុលសំណង់នានា
maker,ក្រុមហ៊ុនផលិត
makers,អ្នកផលិត
makes,ធ្វើឱ្យមាន
makeshift,បណ្តោះអាសន្ន
makeup,តុបតែងមុខ
makeweight,ថ្នូរ
making,ការធ្វើ
makings,គ្រប់គ្រាន់ឱ្យ
malachite,malachite
maladaptive,មិនអាចផ្លាស់ប្តូរ
maladies,ជំងឺទាំងប៉ុន្មាន
maladjusted,maladjustment
maladjustment,maladjustment
maladministration,maladministration
maladroit,maladroit
malady,ក្រុង
malaise,វិបត្តិ
malaria,ជំងឺគ្រុនចាញ់
malarial,ជំងឺគ្រុនចាញ់
malathion,malathion
malawi,ម៉ាឡាវី
malay,ភាសាម៉ាឡេ
malayan,Malayan
malays,ម៉ាឡេ
malaysia,ប្រទេសម៉ាឡេស៊ី
malcontent,malcontent
malcontents,malcontents
maldives,ម៉ាល់ឌីវ
male,បុរស
malefaction,malefaction
malefactions,malefactions
malefactor,ប្រព្រឹត្ដអំពើទុច្ចរិត
malefactors,អ្នកទោសម្នាក់
maleness,បុរស
males,បុរស
malevolence,ព្យបាទ
malevolent,ព្យបាទ
malevolently,ព្យបាទ
malformation,មិនត្រឹមត្រូវ
malformations,ការខូចរូបរាង
malformed,មិនប្រក្រតី
malfunction,ដំណើរការ​ខុសប្រក្រតី
malfunctioned,ដំណើរការខុសប្រក្រតី
malfunctioning,ដំណើរការខុសប្រក្រតី
malfunctions,គាំងដំណើរ
malice,អំពើអាក្រក់
malices,អំពើអាក្រក់
malicious,ព្យាបាទ
maliciously,ព្យាបាទ
maliciousness,គំនិត
malign,សាហាវ
malignancies,ធ្ងន់ធ្ងរ
malignancy,សាហាវ
malignant,សាហាវ
malignantly,malignantly
maligned,សាហាវ
maligners,សាហាវ
maligning,សាហាវ
malignity,អបាយមុខ
maligns,សាហាវ
malingerers,malingerers
malingering,malingering
mall,ផ្សារ​ទំនើប
mallard,mallard
mallards,mallards
malleability,ទន់
malleable,ទន់
mallet,ការ mallet
mallets,mallet
mallow,mallow
malls,ផ្សារ
malnourished,កង្វះអាហារូបត្ថម្ភ
malnourishment,ខ្វះជីវជាតិ
malnutrition,កង្វះអាហារូបត្ថម្ភ
malodorous,malodorous
malpractice,អនុវត្តខុស
malpractices,malpractices
malt,malt
malta,ប្រទេសម៉ាល់ត៍
malted,malt
maltese,ម៉ាល់តា
malting,malt
maltreat,maltreatment
maltreated,maltreat
maltreatment,maltreatment
malts,malt
malty,malty
malva,Malva
mama,ម្តាយ
mamas,ម៉ាម៉ា
mamba,mamba
mambas,mambas
mammal,ថនិកសត្វ
mammalia,mammalia
mammalian,ថនិកសត្វ
mammals,ថនិកសត្វ
mammary,ដោះ
mammoth,mammoth
mammoths,mammoth
mammy,ម្តាយ
man,បុរសម្នាក់
manacle,manacle
manacled,manacled
manacles,manacles
manage,គ្រប់គ្រង
manageability,ការគ្រប់គ្រង
manageable,អាចគ្រប់គ្រងបាន
